atc_code,atc_name
G01AE01,sulfatolamide
G01AE10,combinations of sulfonamides
G01AF,imidazole derivatives
G01AF01,metronidazole
G01AF02,clotrimazole
G01AF04,miconazole
G01AF05,econazole
G01AF06,ornidazole
G01AF07,isoconazole
G01AF08,tioconazole
G01AF11,ketoconazole
G01AF12,fenticonazole
G01AF13,azanidazole
G01AF14,propenidazole
G01AF15,butoconazole
G01AF16,omoconazole
G01AF17,oxiconazole
G01AF18,flutrimazole
G01AF19,sertaconazole
G01AF20,combinations of imidazole derivatives
G01AF21,tinidazole
G01AF55,"econazole, combinations"
G01AG,triazole derivatives
G01AG02,terconazole
G01AX,other antiinfectives and antiseptics
G01AX01,clodantoin
G01AX02,inosine
G01AX03,policresulen
G01AX05,nifuratel
G01AX05,nifuratel
G01AX06,furazolidone
G01AX09,methylrosaniline
G01AX11,povidone-iodine
G01AX12,ciclopirox
G01AX13,protiofate
G01AX14,lactobacillus
G01AX15,copper usnate
G01AX16,hexetidine
G01AX17,dapivirine
G01AX66,"octenidine, combinations"
G01B,antiinfectives/antiseptics in combination with corticosteroids
G01BA,antibiotics and corticosteroids
G01BC,quinoline derivatives and corticosteroids
G01BD,antiseptics and corticosteroids
G01BE,sulfonamides and corticosteroids
G01BF,imidazole derivatives and corticosteroids
G02,other gynecologicals
G02A,uterotonics
G02AB,ergot alkaloids
G02AB01,methylergometrine
G02AB01,methylergometrine
G02AB02,ergot alkaloids
G02AB03,ergometrine
G02AB03,ergometrine
G02AC,"ergot alkaloids and oxytocin incl. analogues, in combination"
G02AC01,methylergometrine and oxytocin
G02AD,prostaglandins
G02AD01,dinoprost
G02AD02,dinoprostone
G02AD02,dinoprostone
G02AD03,gemeprost
G02AD04,carboprost
G02AD05,sulprostone
G02AD06,misoprostol
G02AD06,misoprostol
G02AX,other uterotonics
G02B,contraceptives for topical use
G02BA,intrauterine contraceptives
G02BA01,plastic iud
G02BA02,plastic iud with copper
G02BA03,plastic iud with progestogen
G02BB,intravaginal contraceptives
G02BB01,vaginal ring with progestogen and estrogen
G02BB02,vaginal ring with progestogen
G02C,other gynecologicals
G02CA,"sympathomimetics, labour repressants"
G02CA01,ritodrine
G02CA01,ritodrine
G02CA02,buphenine
G02CA03,fenoterol
G02CB,prolactine inhibitors
G02CB01,bromocriptine
G02CB01,bromocriptine
G02CB02,lisuride
G02CB03,cabergoline
G02CB04,quinagolide
G02CB05,metergoline
G02CB06,terguride
G02CC,antiinflammatory products for vaginal administration
G02CC01,ibuprofen
G02CC02,naproxen
G02CC03,benzydamine
G02CC04,flunoxaprofen
G02CX,other gynecologicals
G02CX01,atosiban
G02CX02,flibanserin
G02CX03,agni casti fructus
G02CX04,cimicifugae rhizoma
G02CX05,bremelanotide
G02CX06,fezolinetant
G03,sex hormones and modulators of the genital system
G03A,hormonal contraceptives for systemic use
G03AA,"progestogens and estrogens, fixed combinations"
G03AA01,etynodiol and ethinylestradiol
G03AA02,quingestanol and ethinylestradiol
G03AA03,lynestrenol and ethinylestradiol
G03AA04,megestrol and ethinylestradiol
G03AA05,norethisterone and ethinylestradiol
G03AA06,norgestrel and ethinylestradiol
G03AA07,levonorgestrel and ethinylestradiol
G03AA08,medroxyprogesterone and ethinylestradiol
G03AA09,desogestrel and ethinylestradiol
G03AA10,gestodene and ethinylestradiol
G03AA11,norgestimate and ethinylestradiol
G03AA12,drospirenone and ethinylestradiol
G03AA13,norelgestromin and ethinylestradiol
G03AA14,nomegestrol and estradiol
G03AA15,chlormadinone and ethinylestradiol
G03AA16,dienogest and ethinylestradiol
G03AA17,medroxyprogesterone and estradiol
G03AA18,drospirenone and estetrol
G03AB,"progestogens and estrogens, sequential preparations"
G03AB01,megestrol and ethinylestradiol
G03AB02,lynestrenol and ethinylestradiol
G03AB03,levonorgestrel and ethinylestradiol
G03AB04,norethisterone and ethinylestradiol
G03AB05,desogestrel and ethinylestradiol
G03AB06,gestodene and ethinylestradiol
G03AB07,chlormadinone and ethinylestradiol
G03AB08,dienogest and estradiol
G03AB09,norgestimate and ethinylestradiol
G03AC,progestogens
G03AC01,norethisterone
G03AC02,lynestrenol
G03AC03,levonorgestrel
G03AC04,quingestanol
G03AC05,megestrol
G03AC06,medroxyprogesterone
G03AC07,norgestrienone
G03AC08,etonogestrel
G03AC09,desogestrel
G03AC10,drospirenone
G03AD,emergency contraceptives
G03AD01,levonorgestrel
G03AD02,ulipristal
G03B,androgens
G03BA,3-oxoandrosten (4) derivatives
G03BA01,fluoxymesterone
G03BA02,methyltestosterone
G03BA03,testosterone
G03BA03,testosterone
G03BA03,testosterone
G03BA03,testosterone
G03BA03,testosterone
G03BA03,testosterone
G03BB,5-androstanon (3) derivatives
G03BB01,mesterolone
G03BB02,androstanolone
G03C,estrogens
G03CA,"natural and semisynthetic estrogens, plain"
G03CA01,ethinylestradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA03,estradiol
G03CA04,estriol
G03CA04,estriol
G03CA04,estriol
G03CA06,chlorotrianisene
G03CA07,estrone
G03CA09,promestriene
G03CA53,"estradiol, combinations"
G03CA57,conjugated estrogens
G03CA57,conjugated estrogens
G03CB,"synthetic estrogens, plain"
G03CB01,dienestrol
G03CB01,dienestrol
G03CB02,diethylstilbestrol
G03CB02,diethylstilbestrol
G03CB03,methallenestril
G03CB04,moxestrol
G03CC,"estrogens, combinations with other drugs"
G03CC02,dienestrol
G03CC03,methallenestril
G03CC04,estrone
G03CC05,diethylstilbestrol
G03CC06,estriol
G03CC07,conjugated estrogens and bazedoxifene
G03CX,other estrogens
G03CX01,tibolone
G03D,progestogens
G03DA,pregnen (4) derivatives
G03DA01,gestonorone
G03DA02,medroxyprogesterone
G03DA02,medroxyprogesterone
G03DA03,hydroxyprogesterone
G03DA04,progesterone
G03DA04,progesterone
G03DA04,progesterone
G03DA04,progesterone
G03DB,pregnadien derivatives
G03DB01,dydrogesterone
G03DB02,megestrol
G03DB03,medrogestone
G03DB04,nomegestrol
G03DB05,demegestone
G03DB06,chlormadinone
G03DB07,promegestone
G03DB08,dienogest
G03DC,estren derivatives
G03DC01,allylestrenol
G03DC02,norethisterone
G03DC03,lynestrenol
G03DC04,ethisterone
G03DC06,etynodiol
G03DC31,methylestrenolone
G03E,androgens and female sex hormones in combination
G03EA,androgens and estrogens
G03EA01,methyltestosterone and estrogen
G03EA02,testosterone and estrogen
G03EA03,prasterone and estrogen
G03EB,"androgen, progestogen and estrogen in combination"
G03EK,androgens and female sex hormones in combination with other drugs
G03EK01,methyltestosterone
G03F,progestogens and estrogens in combination
G03FA,"progestogens and estrogens, fixed combinations"
G03FA01,norethisterone and estrogen
G03FA02,hydroxyprogesterone and estrogen
G03FA03,ethisterone and estrogen
G03FA04,progesterone and estrogen
G03FA05,methylnortestosterone and estrogen
G03FA06,etynodiol and estrogen
G03FA07,lynestrenol and estrogen
G03FA08,megestrol and estrogen
G03FA09,noretynodrel and estrogen
G03FA10,norgestrel and estrogen
G03FA11,levonorgestrel and estrogen
G03FA12,medroxyprogesterone and estrogen
G03FA13,norgestimate and estrogen
G03FA14,dydrogesterone and estrogen
G03FA15,dienogest and estrogen
G03FA16,trimegestone and estrogen
G03FA17,drospirenone and estrogen
G03FB,"progestogens and estrogens, sequential preparations"
G03FB01,norgestrel and estrogen
G03FB02,lynestrenol and estrogen
G03FB03,chlormadinone and estrogen
G03FB04,megestrol and estrogen
G03FB05,norethisterone and estrogen
G03FB06,medroxyprogesterone and estrogen
G03FB07,medrogestone and estrogen
G03FB08,dydrogesterone and estrogen
G03FB09,levonorgestrel and estrogen
G03FB10,desogestrel and estrogen
G03FB11,trimegestone and estrogen
G03FB12,nomegestrol and estrogen
G03G,gonadotropins and other ovulation stimulants
G03GA,gonadotropins
G03GA01,chorionic gonadotrophin
G03GA02,human menopausal gonadotrophin
G03GA03,serum gonadotrophin
G03GA04,urofollitropin
G03GA05,follitropin alfa
G03GA06,follitropin beta
G03GA07,lutropin alfa
G03GA08,choriogonadotropin alfa
G03GA09,corifollitropin alfa
G03GA10,follitropin delta
G03GA30,combinations
G03GB,"ovulation stimulants, synthetic"
G03GB01,cyclofenil
G03GB02,clomifene
G03GB03,epimestrol
G03H,antiandrogens
G03HA,"antiandrogens, plain"
G03HA01,cyproterone
G03HA01,cyproterone
G03HB,antiandrogens and estrogens
G03HB01,cyproterone and estrogen
G03X,other sex hormones and modulators of the genital system
G03XA,antigonadotropins and similar agents
G03XA01,danazol
G03XA02,gestrinone
G03XB,progesterone receptor modulators
G03XB01,mifepristone
G03XB02,ulipristal
G03XB51,"mifepristone, combinations"
G03XC,selective estrogen receptor modulators
G03XC01,raloxifene
G03XC02,bazedoxifene
G03XC03,lasofoxifene
G03XC04,ormeloxifene
G03XC05,ospemifene
G03XX,other sex hormones and modulators of the genital system
G03XX01,prasterone
G04,urologicals
G04B,urologicals
G04BA,acidifiers
G04BA01,ammonium chloride
G04BA03,calcium chloride
G04BC,urinary concrement solvents
G04BD,drugs for urinary frequency and incontinence
G04BD01,emepronium
G04BD01,emepronium
G04BD02,flavoxate
G04BD03,meladrazine
G04BD04,oxybutynin
G04BD04,oxybutynin
G04BD05,terodiline
G04BD06,propiverine
G04BD07,tolterodine
G04BD08,solifenacin
G04BD09,trospium
G04BD10,darifenacin
G04BD11,fesoterodine
G04BD12,mirabegron
G04BD13,desfesoterodine
G04BD14,imidafenacin
G04BD15,vibegron
G04BE,drugs used in erectile dysfunction
G04BE01,alprostadil
G04BE01,alprostadil
G04BE02,papaverine
G04BE03,sildenafil
G04BE04,yohimbine
G04BE06,moxisylyte
G04BE07,apomorphine
G04BE08,tadalafil
G04BE09,vardenafil
G04BE10,avanafil
G04BE11,udenafil
G04BE30,combinations
G04BE52,"papaverine, combinations"
G04BX,other urologicals
G04BX01,magnesium hydroxide
G04BX03,acetohydroxamic acid
G04BX06,phenazopyridine
G04BX10,succinimide
G04BX11,collagen
G04BX12,phenyl salicylate
G04BX13,dimethyl sulfoxide
G04BX14,dapoxetine
G04BX15,pentosan polysulfate sodium
G04BX16,tiopronin
G04BX17,sodium salicylate and methenamine
G04C,drugs used in benign prostatic hypertrophy
G04CA,alpha-adrenoreceptor antagonists
G04CA01,alfuzosin
G04CA02,tamsulosin
G04CA03,terazosin
G04CA04,silodosin
G04CA51,alfuzosin and finasteride
G04CA52,tamsulosin and dutasteride
G04CA53,tamsulosin and solifenacin
G04CA54,tamsulosin and tadalafil
G04CA55,doxazosin and finasteride
G04CB,testosterone-5-alpha reductase inhibitors
G04CB01,finasteride
G04CB02,dutasteride
G04CB51,finasteride and tadalafil
G04CX,other drugs used in benign prostatic hypertrophy
G04CX01,prunus africanae cortex
G04CX02,sabalis serrulatae fructus
G04CX03,mepartricin
G04CX04,fexapotide
H,"systemic hormonal preparations, excl. sex hormones and insulins"
H01,pituitary and hypothalamic hormones and analogues
H01A,anterior pituitary lobe hormones and analogues
H01AA,acth
H01AA01,corticotropin
H01AA02,tetracosactide
H01AB,thyrotropin
H01AB01,thyrotropin alfa
H01AC,somatropin and somatropin agonists
H01AC01,somatropin
H01AC02,somatrem
H01AC03,mecasermin
H01AC04,sermorelin
H01AC05,mecasermin rinfabate
H01AC06,tesamorelin
H01AC07,somapacitan
H01AC08,somatrogon
H01AC09,lonapegsomatropin
H01AX,other anterior pituitary lobe hormones and analogues
H01AX01,pegvisomant
H01B,posterior pituitary lobe hormones
H01BA,vasopressin and analogues
H01BA01,vasopressin (argipressin)
H01BA02,desmopressin
H01BA02,desmopressin
H01BA02,desmopressin
H01BA02,desmopressin
H01BA03,lypressin
H01BA03,lypressin
H01BA04,terlipressin
H01BA05,ornipressin
H01BB,oxytocin and analogues
H01BB01,demoxytocin
H01BB02,oxytocin
H01BB02,oxytocin
H01BB02,oxytocin
H01BB03,carbetocin
H01C,hypothalamic hormones
H01CA,gonadotropin-releasing hormones
H01CA01,gonadorelin
H01CA02,nafarelin
H01CB,somatostatin and analogues
H01CB01,somatostatin
H01CB02,octreotide
H01CB03,lanreotide
H01CB04,vapreotide
H01CB05,pasireotide
H01CC,anti-gonadotropin-releasing hormones
H01CC01,ganirelix
H01CC02,cetrorelix
H01CC03,elagolix
H01CC04,linzagolix
H01CC53,"elagolix, estradiol and norethisterone"
H01CC54,"relugolix, estradiol and norethisterone"
H02,corticosteroids for systemic use
H02A,"corticosteroids for systemic use, plain"
H02AA,mineralocorticoids
H02AA01,aldosterone
H02AA02,fludrocortisone
H02AA03,desoxycortone
H02AA03,desoxycortone
H02AB,glucocorticoids
H02AB01,betamethasone
H02AB01,betamethasone
H02AB01,betamethasone
H02AB02,dexamethasone
H02AB02,dexamethasone
H02AB03,fluocortolone
H02AB04,methylprednisolone
H02AB04,methylprednisolone
H02AB05,paramethasone
H02AB05,paramethasone
H02AB06,prednisolone
H02AB06,prednisolone
H02AB07,prednisone
H02AB08,triamcinolone
H02AB08,triamcinolone
H02AB09,hydrocortisone
H02AB09,hydrocortisone
H02AB10,cortisone
H02AB10,cortisone
H02AB11,prednylidene
H02AB12,rimexolone
H02AB13,deflazacort
H02AB14,cloprednol
H02AB15,meprednisone
H02AB17,cortivazol
H02AB18,vamorolone
H02B,"corticosteroids for systemic use, combinations"
H02BX,"corticosteroids for systemic use, combinations"
H02BX01,"methylprednisolone, combinations"
H02C,antiadrenal preparations
H02CA,anticorticosteroids
H02CA01,trilostane
H02CA02,osilodrostat
H02CA03,ketoconazole
H02CA04,levoketoconazole
H03,thyroid therapy
H03A,thyroid preparations
H03AA,thyroid hormones
H03AA01,levothyroxine sodium
H03AA01,levothyroxine sodium
H03AA02,liothyronine sodium
H03AA02,liothyronine sodium
H03AA03,combinations of levothyroxine and liothyronine
H03AA04,tiratricol
H03AA05,thyroid gland preparations
H03AA51,levothyroxine sodium and iodine compounds
H03B,antithyroid preparations
H03BA,thiouracils
H03BA01,methylthiouracil
H03BA02,propylthiouracil
H03BA03,benzylthiouracil
H03BB,sulfur-containing imidazole derivatives
H03BB01,carbimazole
H03BB02,thiamazole
H03BB52,"thiamazole, combinations"
H03BC,perchlorates
H03BC01,potassium perchlorate
H03BX,other antithyroid preparations
H03BX01,diiodotyrosine
H03BX02,dibromotyrosine
H03C,iodine therapy
H03CA,iodine therapy
H03CA,iodine therapy
H03CA,iodine therapy
H04,pancreatic hormones
H04A,glycogenolytic hormones
H04AA,glycogenolytic hormones
H04AA01,glucagon
H04AA01,glucagon
H04AA02,dasiglucagon
H05,calcium homeostasis
H05A,parathyroid hormones and analogues
H05AA,parathyroid hormones and analogues
H05AA01,parathyroid gland extract
H05AA02,teriparatide
H05AA03,parathyroid hormone
H05AA04,abaloparatide
H05AA05,palopegteriparatide
H05B,anti-parathyroid agents
H05BA,calcitonin preparations
H05BA01,calcitonin (salmon synthetic)
H05BA01,calcitonin (salmon synthetic)
H05BA02,calcitonin (pork natural)
H05BA03,calcitonin (human synthetic)
H05BA04,elcatonin
H05BX,other anti-parathyroid agents
H05BX01,cinacalcet
H05BX02,paricalcitol
H05BX02,paricalcitol
H05BX03,doxercalciferol
H05BX04,etelcalcetide
H05BX05,calcifediol
H05BX06,evocalcet
J,antiinfectives for systemic use
J01,antibacterials for systemic use
J01A,tetracyclines
J01AA,tetracyclines
J01AA01,demeclocycline
J01AA02,doxycycline
J01AA02,doxycycline
J01AA03,chlortetracycline
J01AA04,lymecycline
J01AA04,lymecycline
J01AA05,metacycline
J01AA06,oxytetracycline
J01AA06,oxytetracycline
J01AA07,tetracycline
J01AA07,tetracycline
J01AA08,minocycline
J01AA08,minocycline
J01AA09,rolitetracycline
J01AA10,penimepicycline
J01AA11,clomocycline
J01AA12,tigecycline
J01AA13,eravacycline
J01AA14,sarecycline
J01AA15,omadacycline
J01AA15,omadacycline
J01AA20,combinations of tetracyclines
J01AA56,"oxytetracycline, combinations"
J01B,amphenicols
J01BA,amphenicols
J01BA01,chloramphenicol
J01BA01,chloramphenicol
J01BA02,thiamphenicol
J01BA02,thiamphenicol
J01BA52,"thiamphenicol, combinations"
J01C,"beta-lactam antibacterials, penicillins"
J01CA,penicillins with extended spectrum
J01CA01,ampicillin
J01CA01,ampicillin
J01CA01,ampicillin
J01CA02,pivampicillin
J01CA03,carbenicillin
J01CA04,amoxicillin
J01CA04,amoxicillin
J01CA05,carindacillin
J01CA06,bacampicillin
J01CA07,epicillin
J01CA07,epicillin
J01CA08,pivmecillinam
J01CA09,azlocillin
J01CA10,mezlocillin
J01CA11,mecillinam
J01CA12,piperacillin
J01CA13,ticarcillin
J01CA14,metampicillin
J01CA14,metampicillin
J01CA15,talampicillin
J01CA16,sulbenicillin
J01CA17,temocillin
J01CA18,hetacillin
J01CA19,aspoxicillin
J01CA20,combinations
J01CA51,"ampicillin, combinations"
J01CE,beta-lactamase sensitive penicillins
J01CE01,benzylpenicillin
J01CE02,phenoxymethylpenicillin
J01CE03,propicillin
J01CE04,azidocillin
J01CE05,pheneticillin
J01CE06,penamecillin
J01CE07,clometocillin
J01CE08,benzathine benzylpenicillin
J01CE09,procaine benzylpenicillin
J01CE10,benzathine phenoxymethylpenicillin
J01CE30,combinations
J01CF,beta-lactamase resistant penicillins
J01CF01,dicloxacillin
J01CF01,dicloxacillin
J01CF02,cloxacillin
J01CF02,cloxacillin
J01CF03,meticillin
J01CF04,oxacillin
J01CF04,oxacillin
J01CF05,flucloxacillin
J01CF05,flucloxacillin
J01CF06,nafcillin
J01CG,beta-lactamase inhibitors
J01CG01,sulbactam
J01CG02,tazobactam
J01CR,"combinations of penicillins, incl. beta-lactamase inhibitors"
J01CR01,ampicillin and beta-lactamase inhibitor
J01CR02,amoxicillin and beta-lactamase inhibitor
J01CR02,amoxicillin and beta-lactamase inhibitor
J01CR03,ticarcillin and beta-lactamase inhibitor
J01CR04,sultamicillin
J01CR05,piperacillin and beta-lactamase inhibitor
J01CR50,combinations of penicillins
J01D,other beta-lactam antibacterials
J01DB,first-generation cephalosporins
J01DB01,cefalexin
J01DB02,cefaloridine
J01DB03,cefalotin
J01DB04,cefazolin
J01DB05,cefadroxil
J01DB06,cefazedone
J01DB07,cefatrizine
J01DB08,cefapirin
J01DB09,cefradine
J01DB09,cefradine
J01DB10,cefacetrile
J01DB11,cefroxadine
J01DB12,ceftezole
J01DC,second-generation cephalosporins
J01DC01,cefoxitin
J01DC02,cefuroxime
J01DC02,cefuroxime
J01DC03,cefamandole
J01DC04,cefaclor
J01DC05,cefotetan
J01DC06,cefonicid
J01DC07,cefotiam
J01DC07,cefotiam
J01DC08,loracarbef
J01DC09,cefmetazole
J01DC10,cefprozil
J01DC11,ceforanide
J01DC12,cefminox
J01DC13,cefbuperazone
J01DC14,flomoxef
J01DC52,cefuroxime and beta-lactamase inhibitor
J01DD,third-generation cephalosporins
J01DD01,cefotaxime
J01DD02,ceftazidime
J01DD03,cefsulodin
J01DD04,ceftriaxone
J01DD05,cefmenoxime
J01DD06,latamoxef
J01DD07,ceftizoxime
J01DD08,cefixime
J01DD09,cefodizime
J01DD10,cefetamet
J01DD11,cefpiramide
J01DD12,cefoperazone
J01DD13,cefpodoxime
J01DD14,ceftibuten
J01DD15,cefdinir
J01DD16,cefditoren
J01DD17,cefcapene
J01DD18,cefteram
J01DD51,cefotaxime and beta-lactamase inhibitor
J01DD52,ceftazidime and beta-lactamase inhibitor
J01DD54,"ceftriaxone, combinations"
J01DD58,cefixime and beta-lactamase inhibitor
J01DD62,cefoperazone and beta-lactamase inhibitor
J01DD63,ceftriaxone and beta-lactamase inhibitor
J01DD64,cefpodoxime and beta-lactamase inhibitor
J01DE,fourth-generation cephalosporins
J01DE01,cefepime
J01DE02,cefpirome
J01DE03,cefozopran
J01DE51,cefepime and beta-lactamase inhibitor
J01DF,monobactams
J01DF01,aztreonam
J01DF01,aztreonam
J01DF02,carumonam
J01DH,carbapenems
J01DH02,meropenem
J01DH03,ertapenem
J01DH04,doripenem
