atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB02,metoprolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB03,atenolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB04,acebutolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB06,bevantolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB07,bisoprolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB12,nebivolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BB,"beta blocking agents, selective, and thiazides",C07BB52,"metoprolol and thiazides, combinations"
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BG,alpha and beta blocking agents and thiazides,C07BG01,labetalol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CA,"beta blocking agents, non-selective, and other diuretics",C07CA02,oxprenolol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CA,"beta blocking agents, non-selective, and other diuretics",C07CA03,pindolol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CA,"beta blocking agents, non-selective, and other diuretics",C07CA17,bopindolol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CA,"beta blocking agents, non-selective, and other diuretics",C07CA23,penbutolol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CB,"beta blocking agents, selective, and other diuretics",C07CB02,metoprolol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CB,"beta blocking agents, selective, and other diuretics",C07CB03,atenolol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CB,"beta blocking agents, selective, and other diuretics",C07CB53,"atenolol and other diuretics, combinations"
C,cardiovascular system,C07,beta blocking agents,C07C,beta blocking agents and other diuretics,C07CG,alpha and beta blocking agents and other diuretics,C07CG01,labetalol and other diuretics
C,cardiovascular system,C07,beta blocking agents,C07D,"beta blocking agents, thiazides and other diuretics",C07DA,"beta blocking agents, non-selective, thiazides and other diuretics",C07DA06,"timolol, thiazides and other diuretics"
C,cardiovascular system,C07,beta blocking agents,C07D,"beta blocking agents, thiazides and other diuretics",C07DB,"beta blocking agents, selective, thiazides and other diuretics",C07DB01,"atenolol, thiazides and other diuretics"
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FB,beta blocking agents and calcium channel blockers,C07FB02,metoprolol and felodipine
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FB,beta blocking agents and calcium channel blockers,C07FB03,atenolol and nifedipine
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FB,beta blocking agents and calcium channel blockers,C07FB07,bisoprolol and amlodipine
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FB,beta blocking agents and calcium channel blockers,C07FB12,nebivolol and amlodipine
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FB,beta blocking agents and calcium channel blockers,C07FB13,metoprolol and amlodipine
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FX,"beta blocking agents, other combinations",C07FX01,propranolol and other combinations
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FX,"beta blocking agents, other combinations",C07FX02,sotalol and acetylsalicylic acid
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FX,"beta blocking agents, other combinations",C07FX03,metoprolol and acetylsalicylic acid
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FX,"beta blocking agents, other combinations",C07FX04,bisoprolol and acetylsalicylic acid
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FX,"beta blocking agents, other combinations",C07FX05,metoprolol and ivabradine
C,cardiovascular system,C07,beta blocking agents,C07F,"beta blocking agents, other combinations",C07FX,"beta blocking agents, other combinations",C07FX06,carvedilol and ivabradine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA01,amlodipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA02,felodipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA03,isradipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA04,nicardipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA05,nifedipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA06,nimodipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA07,nisoldipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA08,nitrendipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA09,lacidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA10,nilvadipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA11,manidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA12,barnidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA13,lercanidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA14,cilnidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA15,benidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA16,clevidipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA17,levamlodipine
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA51,amlodipine and celecoxib
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CA,dihydropyridine derivatives,C08CA55,"nifedipine, combinations"
C,cardiovascular system,C08,calcium channel blockers,C08C,selective calcium channel blockers with mainly vascular effects,C08CX,other selective calcium channel blockers with mainly vascular effects,C08CX01,mibefradil
C,cardiovascular system,C08,calcium channel blockers,C08D,selective calcium channel blockers with direct cardiac effects,C08DA,phenylalkylamine derivatives,C08DA01,verapamil
C,cardiovascular system,C08,calcium channel blockers,C08D,selective calcium channel blockers with direct cardiac effects,C08DA,phenylalkylamine derivatives,C08DA02,gallopamil
C,cardiovascular system,C08,calcium channel blockers,C08D,selective calcium channel blockers with direct cardiac effects,C08DA,phenylalkylamine derivatives,C08DA03,etripamil
C,cardiovascular system,C08,calcium channel blockers,C08D,selective calcium channel blockers with direct cardiac effects,C08DA,phenylalkylamine derivatives,C08DA51,"verapamil, combinations"
C,cardiovascular system,C08,calcium channel blockers,C08D,selective calcium channel blockers with direct cardiac effects,C08DB,benzothiazepine derivatives,C08DB01,diltiazem
C,cardiovascular system,C08,calcium channel blockers,C08E,non-selective calcium channel blockers,C08EA,phenylalkylamine derivatives,C08EA01,fendiline
C,cardiovascular system,C08,calcium channel blockers,C08E,non-selective calcium channel blockers,C08EA,phenylalkylamine derivatives,C08EA02,bepridil
C,cardiovascular system,C08,calcium channel blockers,C08E,non-selective calcium channel blockers,C08EX,other non-selective calcium channel blockers,C08EX01,lidoflazine
C,cardiovascular system,C08,calcium channel blockers,C08E,non-selective calcium channel blockers,C08EX,other non-selective calcium channel blockers,C08EX02,perhexiline
C,cardiovascular system,C08,calcium channel blockers,C08G,calcium channel blockers and diuretics,C08GA,calcium channel blockers and diuretics,C08GA01,nifedipine and diuretics
C,cardiovascular system,C08,calcium channel blockers,C08G,calcium channel blockers and diuretics,C08GA,calcium channel blockers and diuretics,C08GA02,amlodipine and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA01,captopril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA02,enalapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA03,lisinopril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA04,perindopril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA05,ramipril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA06,quinapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA07,benazepril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA08,cilazapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA09,fosinopril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA10,trandolapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA11,spirapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA12,delapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA13,moexipril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA14,temocapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA15,zofenopril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09A,"ace inhibitors, plain",C09AA,"ace inhibitors, plain",C09AA16,imidapril
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA01,captopril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA02,enalapril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA03,lisinopril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA04,perindopril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA05,ramipril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA06,quinapril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA07,benazepril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA08,cilazapril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA09,fosinopril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA12,delapril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA13,moexipril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BA,ace inhibitors and diuretics,C09BA15,zofenopril and diuretics
C,cardiovascular system,C09,agents acting on the renin-angiotensin system,C09B,"ace inhibitors, combinations",C09BB,ace inhibitors and calcium channel blockers,C09BB02,enalapril and lercanidipine
