atc_code,atc_name,atc1,cat1,atc2,cat2,atc3,cat3,atc4,atc_category
C05AD05,procaine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics
C05AD06,oxetacaine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics
C05AD07,pramocaine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics
C05AE01,glyceryl trinitrate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants
C05AE02,isosorbide dinitrate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants
C05AE03,diltiazem,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants
C05AX01,aluminium preparations,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
C05AX04,zinc preparations,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
C05AX05,tribenoside,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
C05AX06,phenylephrine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
C05BA01,organo-heparinoid,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use
C05BA02,sodium apolate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use
C05BA03,heparin,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use
C05BA04,pentosan polysulfate sodium,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use
C05BB01,monoethanolamine oleate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
C05BB02,polidocanol,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
C05BB03,invert sugar,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
C05BB04,sodium tetradecyl sulfate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BB,Sclerosing agents for local injection
C05BX01,calcium dobesilate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BX,Other sclerosing agents
C05CA01,rutoside,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids
C05CA02,monoxerutin,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids
C05CA03,diosmin,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids
C05CA04,troxerutin,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids
C05CA05,hidrosmin,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CA,Bioflavonoids
C05CX01,tribenoside,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CX,Other capillary stabilizing agents
C05CX02,naftazone,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05C,CAPILLARY STABILIZING AGENTS,C05CX,Other capillary stabilizing agents
C05XX01,beperminogene perplasmid,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05X,OTHER VASOPROTECTIVES,C05XX,Other vasoprotectives
C07AA01,alprenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA02,oxprenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA03,pindolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA05,propranolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA06,timolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA07,sotalol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA12,nadolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA14,mepindolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA15,carteolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA16,tertatolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA17,bopindolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA19,bupranolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA23,penbutolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AA27,cloranolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
C07AB01,practolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB02,metoprolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB03,atenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB04,acebutolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB05,betaxolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB06,bevantolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB07,bisoprolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB08,celiprolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB09,esmolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB10,epanolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB11,s-atenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB12,nebivolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB13,talinolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AB14,landiolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective"
C07AG01,labetalol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AG,Alpha and beta blocking agents
C07AG02,carvedilol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AG,Alpha and beta blocking agents
C07BA02,oxprenolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,"Beta blocking agents, non-selective, and thiazides"
C07BA05,propranolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,"Beta blocking agents, non-selective, and thiazides"
C07BA06,timolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,"Beta blocking agents, non-selective, and thiazides"
C07BA07,sotalol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,"Beta blocking agents, non-selective, and thiazides"
C07BA12,nadolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,"Beta blocking agents, non-selective, and thiazides"
C07BB02,metoprolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides"
C07BB03,atenolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides"
C07BB04,acebutolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides"
C07BB06,bevantolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides"
C07BB07,bisoprolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides"
C07BB12,nebivolol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides"
C07BG01,labetalol / thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BG,Alpha and beta blocking agents and thiazides
C07CA02,oxprenolol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,"Beta blocking agents, non-selective, and other diuretics"
C07CA03,pindolol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,"Beta blocking agents, non-selective, and other diuretics"
C07CA17,bopindolol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,"Beta blocking agents, non-selective, and other diuretics"
C07CA23,penbutolol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,"Beta blocking agents, non-selective, and other diuretics"
C07CB02,metoprolol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CB,"Beta blocking agents, selective, and other diuretics"
C07CB03,atenolol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CB,"Beta blocking agents, selective, and other diuretics"
C07CG01,labetalol / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CG,Alpha and beta blocking agents and other diuretics
C07DA06,timolol / thiazides / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics"
C07DB01,atenolol / thiazides / other diuretics,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",C07DB,"Beta blocking agents, selective, thiazides and other diuretics"
C07FB02,metoprolol / felodipine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FB,Beta blocking agents and calcium channel blockers
C07FB03,atenolol / nifedipine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FB,Beta blocking agents and calcium channel blockers
C07FB07,bisoprolol / amlodipine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FB,Beta blocking agents and calcium channel blockers
C07FB12,nebivolol / amlodipine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FB,Beta blocking agents and calcium channel blockers
C07FB13,metoprolol / amlodipine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FB,Beta blocking agents and calcium channel blockers
C07FX01,propranolol / other combinations,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FX,"Beta blocking agents, other combinations"
C07FX02,sotalol / acetylsalicylic acid,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FX,"Beta blocking agents, other combinations"
C07FX03,metoprolol / acetylsalicylic acid,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FX,"Beta blocking agents, other combinations"
C07FX04,bisoprolol / acetylsalicylic acid,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FX,"Beta blocking agents, other combinations"
C07FX05,metoprolol / ivabradine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FX,"Beta blocking agents, other combinations"
C07FX06,carvedilol / ivabradine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FX,"Beta blocking agents, other combinations"
C08CA01,amlodipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA02,felodipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA03,isradipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA04,nicardipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA05,nifedipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA06,nimodipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA07,nisoldipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA08,nitrendipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA09,lacidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA10,nilvadipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA11,manidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA12,barnidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA13,lercanidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA14,cilnidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA15,benidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA16,clevidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA17,levamlodipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CA51,amlodipine / celecoxib,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
C08CX01,mibefradil,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CX,Other selective calcium channel blockers with mainly vascular effects
C08DA01,verapamil,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,Phenylalkylamine derivatives
C08DA02,gallopamil,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,Phenylalkylamine derivatives
C08DB01,diltiazem,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DB,Benzothiazepine derivatives
C08EA01,fendiline,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EA,Phenylalkylamine derivatives
C08EA02,bepridil,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EA,Phenylalkylamine derivatives
C08EX01,lidoflazine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EX,Other non-selective calcium channel blockers
C08EX02,perhexiline,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EX,Other non-selective calcium channel blockers
C08GA01,nifedipine / diuretics,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS,C08GA,Calcium channel blockers and diuretics
C08GA02,amlodipine / diuretics,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS,C08GA,Calcium channel blockers and diuretics
C09AA01,captopril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA02,enalapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA03,lisinopril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA04,perindopril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA05,ramipril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA06,quinapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA07,benazepril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA08,cilazapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA09,fosinopril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA10,trandolapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA11,spirapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA12,delapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA13,moexipril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
C09AA14,temocapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain"
